,prime_award_unique_key,prime_award_amount,prime_award_base_action_date,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_awardee_uei,prime_awardee_name,prime_awardee_zip_code
1579,ASST_NON_MN-2020-020_6955,8712800.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1580,ASST_NON_693JJ22230000Y240IN1702954_6925,125120.0,2022-09-13,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1581,ASST_NON_693JJ22230000Y400IN1601197_6925,108618.89,2022-08-30,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1582,ASST_NON_693JJ31950004_6925,4196598.0,2018-11-07,69,Department of Transportation (DOT),DQDBM7FGJPC5,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,500112105
1583,ASST_NON_693JJ31950004_6925,4196598.0,2018-11-07,69,Department of Transportation (DOT),DQDBM7FGJPC5,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,500112105
1584,ASST_NON_693JJ22230000Y236TN9315012_6925,70433.0,2022-08-24,69,Department of Transportation (DOT),ML56NPH3NFF9,"TRANSPORTATION, TENNESSEE DEPARTMENT OF",372431402
1585,ASST_NON_693JJ22230000Y301CTPEDS215_6925,1465456.55,2022-05-19,69,Department of Transportation (DOT),EED8DPB3U7M8,"TRANSPORTATION, CONNECTICUT DEPARTMENT OF",61114113
1586,ASST_NON_693JJ22230000Y001MI22A0187_6925,1076085.0,2022-02-16,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1587,ASST_NON_693JJ22230000Y230MI22A0187_6925,4580000.0,2022-02-16,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1588,ASST_NON_693JJ22230000Y240MI22A0484_6925,633729.22,2022-03-30,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1589,ASST_NON_69A37522300004020NE0_6940,3587313.96,2021-12-15,69,Department of Transportation (DOT),NUSELTALU9E7,"TRANSPORTATION, NEBRASKA DEPARTMENT OF",685095480
1590,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1591,ASST_NON_693JJ22230000Y236CO0063063_6925,1281234.0,2022-09-15,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1592,ASST_NON_693JJ22230000Y001CO0703465_6925,3626459.0,2022-02-08,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1593,ASST_NON_693JJ22230000Y001CO0063062_6925,3507514.0,2022-06-09,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1594,ASST_NON_693JJ22230000Y236CO0063062_6925,1422528.0,2022-07-19,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1595,ASST_NON_693JJ22230000Y001CO5502108_6925,162642.0,2022-07-13,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1596,ASST_NON_693JJ22230000Y001CO2852020_6925,950708.0,2022-08-24,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1597,ASST_NON_693JJ22230000Y001CO1602178_6925,1294076.0,2022-06-09,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1598,ASST_NON_693JJ22230000Y110CO0821111_6925,1731455.0,2022-06-14,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1599,ASST_NON_693JJ22230000Y001CO0063063_6925,298396.0,2022-08-25,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1600,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1601,ASST_NON_2202INLIEI_7590,1322623.0,2022-01-24,75,Department of Health and Human Services (HHS),PW8WAKF1KWG9,INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY,462043565
1602,ASST_NON_SD-2022-019_6955,9779002.0,2022-08-19,69,Department of Transportation (DOT),LWAMCP81LP14,"TRANSPORTATION, SOUTH DAKOTA DEPARTMENT OF",575012586
1603,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1604,ASST_NON_693JJ22230000Y230FLD421059_6925,529260.0,2022-02-24,69,Department of Transportation (DOT),RFKGNHR7ZH37,"TRANSPORTATION, FLORIDA DEPARTMENT OF",323996544
1605,ASST_NON_693JJ22230000Y300FLD420064_6925,320397.0,2022-03-07,69,Department of Transportation (DOT),RFKGNHR7ZH37,"TRANSPORTATION, FLORIDA DEPARTMENT OF",323996544
1606,ASST_NON_693JJ22230000Y301FLD420064_6925,80945.0,2022-03-07,69,Department of Transportation (DOT),RFKGNHR7ZH37,"TRANSPORTATION, FLORIDA DEPARTMENT OF",323996544
1607,ASST_NON_693JJ22230000Y400CA5447055_6925,2429000.0,2022-09-19,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1608,ASST_NON_693JJ22230000Y240CA5003031_6925,731000.0,2022-09-20,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1609,ASST_NON_693JJ22230000YS30CA5003032_6925,861000.0,2022-09-20,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1610,ASST_NON_693JJ22230000Y003CA5003031_6925,2000000.0,2022-09-20,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1611,ASST_NON_693JJ22230000YS30CA5003033_6925,222000.0,2022-09-20,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1612,ASST_NON_69A3752230000405BNYH_6940,2352627.26,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1613,ASST_NON_693JK32240028HMEP_6957,198708.0,2022-09-28,69,Department of Transportation (DOT),FPQQJ1B2T1K1,"NORTH DAKOTA, STATE OF",585040000
1614,ASST_NON_69A37522300004020NM0_6940,3199205.99,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1615,ASST_NON_69A37522300001640NMA_6940,6906890.0,2022-05-16,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1616,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1617,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1618,ASST_NON_693JJ22230000Y240IN2100111_6925,150401.68,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1619,ASST_NON_693JJ22230000Y230KSN071201_6925,3489578.66,2022-05-09,69,Department of Transportation (DOT),S7VNQD6633Q6,"TRANSPORTATION, KANSAS DEPARTMENT OF",666033929
1620,ASST_NON_693JJ31950003_6925,92700450.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
1621,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
1622,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
1623,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1624,ASST_NON_693JJ31950003_6925,92700450.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
1625,ASST_NON_693JJ31950003_6925,122837388.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
1626,ASST_NON_693JJ31950003_6925,122837388.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
1627,ASST_NON_693JJ31950003_6925,122837388.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
1628,ASST_NON_693JJ31950003_6925,122837388.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
1629,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1630,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1631,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1632,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
1633,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1634,ASST_NON_69A3752230000405DOHL_6940,6187134.21,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1635,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1636,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1637,ASST_NON_693JJ22230000Y240COSW01719_6925,237058.0,2022-03-15,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1638,ASST_NON_DEEE0009998_8900,2678289.0,2022-08-19,89,Department of Energy (DOE),TR3DAXR9MCN8,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",596044909
1639,ASST_NON_CA-2022-195_6955,6819298.0,2022-09-08,69,Department of Transportation (DOT),JEVVZV6ALEN5,VENTURA COUNTY TRANSPORTATION COMMISSION,930106076
1640,ASST_NON_2202INLIEI_7590,1322623.0,2022-01-24,75,Department of Health and Human Services (HHS),PW8WAKF1KWG9,INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY,462043565
1641,ASST_NON_SD-2022-019_6955,9779002.0,2022-08-19,69,Department of Transportation (DOT),LWAMCP81LP14,"TRANSPORTATION, SOUTH DAKOTA DEPARTMENT OF",575012586
1642,ASST_NON_693JJ22230000Y240IN1802955_6925,233984.0,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1643,ASST_NON_693JJ22230000Y240IN1902082_6925,49888.8,2022-09-19,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1644,ASST_NON_693JJ22230000YS30IN1702775_6925,252950.0,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1645,ASST_NON_693JJ22230000Y400IN1592449_6925,850296.0,2022-08-12,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1646,ASST_NON_693JJ22230000YS32IN1900390_6925,40176.0,2022-03-10,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1647,ASST_NON_693JJ22230000YS32IN1900390_6925,40176.0,2022-03-10,69,Department of Transportation (DOT),JGG2ZJCXBMY3,"TRANSPORTATION, INDIANA DEPARTMENT OF",462042219
1648,ASST_NON_69A37522300001640MTA_6940,1894876.0,2022-05-16,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1649,ASST_NON_69A37522300004020MT0_6940,2832068.62,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1650,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1651,ASST_NON_693JJ22230000YS31LAH013767_6925,130483.18,2022-02-17,69,Department of Transportation (DOT),RNT3TFN18599,"TRANSPORTATION AND DEVELOPMENT, LOUISIANA DEPARTMENT OF",708024438
1652,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1653,ASST_NON_69A37522300004020NM0_6940,3199205.99,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1654,ASST_NON_69A37522300001640NMA_6940,6906890.0,2022-05-16,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
1655,ASST_NON_693JJ22230000Y233CT6157008_6925,56000.0,2022-09-14,69,Department of Transportation (DOT),EED8DPB3U7M8,"TRANSPORTATION, CONNECTICUT DEPARTMENT OF",61114113
1656,ASST_NON_693JJ22230000Y001MI22A0192_6925,328938.99,2022-02-16,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1657,ASST_NON_693JJ22230000Y230MI22A0192_6925,1414442.0,2022-02-16,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1658,ASST_NON_693JJ22230000Y236NHA000320_6925,1359999.99,2022-08-31,69,Department of Transportation (DOT),DMA7LGZ3RMT1,"TRANSPORTATION, NEW HAMPSHIRE DEPARTMENT OF",33026502
1659,ASST_NON_693JJ22230000Y230CA5293021_6925,275000.0,2022-08-22,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1660,ASST_NON_693JJ22230000Y230CA5293022_6925,216000.0,2022-08-22,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1661,ASST_NON_693JJ22230000Y400CA5060385_6925,265000.0,2022-08-01,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1662,ASST_NON_693JJ22230000Y230CA5060324_6925,1718800.0,2022-08-22,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1663,ASST_NON_693JJ22230000Y301CA5060368_6925,192000.0,2022-06-22,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1664,ASST_NON_693JJ22230000Y400CA5060358_6925,1907051.0,2022-06-16,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1665,ASST_NON_693JJ22230000YS30CA5060357_6925,2014500.0,2022-09-13,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1666,ASST_NON_693JJ22230000Y400CA5060267_6925,493600.0,2022-07-26,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1667,ASST_NON_693JJ22230000Y400CA5060377_6925,1057300.0,2022-06-14,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1668,ASST_NON_693JJ22230000Y301CA5060381_6925,474286.74,2022-02-22,69,Department of Transportation (DOT),UK66CLD4DX71,"TRANSPORTATION, CALIFORNIA DEPARTMENT OF",958167011
1669,ASST_NON_693JJ22230000Y300CA5060380_6925,1556000.0,2022-09-07,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1670,ASST_NON_693JJ22230000Y240IN1702831_6925,359581.94,2022-09-01,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1671,ASST_NON_693JJ22230000Y301IN9945047_6925,332269.32,2022-09-02,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1672,ASST_NON_693JJ22230000Y001CA5101029_6925,1143383.0,2022-03-04,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1673,ASST_NON_693JJ22230000Y300CA6065209_6925,10190000.0,2022-08-29,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1674,ASST_NON_693JJ22230000YS32CO072A046_6925,403448.0,2022-06-10,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1675,ASST_NON_693JJ22230000Y001CO025A034_6925,1013497.0,2022-02-09,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1676,ASST_NON_693JJ22230000Y110CO025A034_6925,1148185.0,2022-06-13,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1677,ASST_NON_693JJ22230000Y240FLD620042_6925,114727.0,2022-03-08,69,Department of Transportation (DOT),RFKGNHR7ZH37,"TRANSPORTATION, FLORIDA DEPARTMENT OF",323996544
1678,ASST_NON_69A3752230000405DOHL_6940,6187134.21,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1679,ASST_NON_693JJ22230000Y230CA5126019_6925,350000.0,2022-05-05,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1680,ASST_NON_693JJ22230000Y230MN2720158_6925,6997500.0,2022-02-24,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1681,ASST_NON_693JJ22230000Y301MN2720126_6925,758276.0,2022-02-24,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1682,ASST_NON_693JJ22230000Y230MN2720170_6925,5529043.16,2022-02-24,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1683,ASST_NON_693JJ22230000Y230MN2721085_6925,6244769.81,2022-02-23,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1684,ASST_NON_693JJ22230000Y240MN2722095_6925,47964.8,2022-07-07,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1685,ASST_NON_693JJ22230000Y230MN2720138_6925,1646373.78,2022-05-16,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1686,ASST_NON_693JJ22230000Y301MN2720017_6925,506480.0,2022-04-21,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1687,ASST_NON_693JJ22230000YS30MN2721068_6925,531307.74,2022-05-16,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1688,ASST_NON_69A3752230000405DOHL_6940,6187134.21,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1689,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1690,ASST_NON_693JJ22230000Y230MI22A0241_6925,200000.0,2022-02-16,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1691,ASST_NON_693JJ22230000Y240KSA392601_6925,567824.38,2022-09-06,69,Department of Transportation (DOT),S7VNQD6633Q6,"TRANSPORTATION, KANSAS DEPARTMENT OF",666033929
1692,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1693,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1694,ASST_NON_693JJ22230000Y550COSW02936_6925,25000.0,2022-07-08,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1695,ASST_NON_693JJ22230000Y450IN2101677_6925,221490.75,2022-08-25,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1696,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
1697,ASST_NON_2202INLIEI_7590,1322623.0,2022-01-24,75,Department of Health and Human Services (HHS),PW8WAKF1KWG9,INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY,462043565
1698,ASST_NON_693JJ22230000Y307MN3420223_6925,180507.0,2022-02-23,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1699,ASST_NON_693JJ22230000YS30CA5921079_6925,894100.0,2022-09-20,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1700,ASST_NON_693JJ22230000YS30CA5921080_6925,1626700.0,2022-07-25,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1701,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
1702,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1703,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1704,ASST_NON_69A3752230000405DNYL_6940,9315722.27,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
1705,ASST_NON_693JJ22230000Y001CO0404056_6925,959414.0,2022-02-09,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
1706,ASST_NON_693JJ31950003_6925,122837388.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
1707,ASST_NON_693JJ22230000Y560COSW02820_6925,41813.72,2022-09-15,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1708,ASST_NON_693JJ22230000Y560COSW02908_6925,100000.0,2022-09-22,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
1709,ASST_NON_693JJ22230000Y450IN2101665_6925,251133.67,2022-08-25,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1710,ASST_NON_693JJ22230000Y306IN1900402_6925,1500088.34,2022-09-01,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
1711,ASST_NON_693JJ22230000YS30MN6622180_6925,173328.45,2022-09-06,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
1712,ASST_NON_P21AC11690_1443,399942.0,2021-08-13,14,Department of the Interior (DOI),D3LHU66KBLD5,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,275995023
1713,ASST_NON_693JJ22230000Y233CA5920144_6925,75053.27,2022-09-22,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1714,ASST_NON_693JJ22230000Y001CA5920092_6925,221325.0,2022-05-06,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
1715,ASST_NON_693JJ22230000Y230NC1650005_6925,1365000.0,2022-08-19,69,Department of Transportation (DOT),XSN8A4TT1DY5,"TRANSPORTATION, NORTH CAROLINA DEPARTMENT OF",276011429
1716,ASST_NON_69A37522300004020MT0_6940,2832068.62,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1717,ASST_NON_69A37522300001640MTA_6940,1894876.0,2022-05-16,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1718,ASST_NON_69A3752230000405CMT0_6940,391567.35,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1719,ASST_NON_69A37522300004020MT0_6940,2832068.62,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1720,ASST_NON_69A37522300004020MT0_6940,2832068.62,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
1721,ASST_NON_2202INLIEI_7590,1322623.0,2022-01-24,75,Department of Health and Human Services (HHS),PW8WAKF1KWG9,INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY,462043565
