,contract_award_unique_key,award_id_piid,total_obligated_amount,award_base_action_date,awarding_agency_code,awarding_agency_name,recipient_uei,recipient_name,recipient_zip_4_code
1994,CONT_AWD_1282B122F0039_12C2_1240BE21A0025_12C2,1282B122F0039,149745.24,2022-09-30,12,DEPARTMENT OF AGRICULTURE (USDA),YEALHM3X78N9,"STELL ENVIRONMENTAL ENTERPRISES, INC.",193411121
1995,CONT_AWD_6982AF22C000029_6925_-NONE-_-NONE-,6982AF22C000029,7509246.28,2022-06-15,69,DEPARTMENT OF TRANSPORTATION (DOT),D3XMT3VK5795,STEELHEAD CONSTRUCTORS JV,960039303
1996,CONT_AWD_693JJ320F000093_6925_693JJ319D000015_6925,693JJ320F000093,1222326.0,2020-03-06,69,DEPARTMENT OF TRANSPORTATION (DOT),QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.",220316050
1997,CONT_AWD_6973GH22F01202_6920_6973GH18D00017_6920,6973GH22F01202,25305.0,2022-06-27,69,DEPARTMENT OF TRANSPORTATION (DOT),J83HU9YE2LH5,,808318405
1998,CONT_AWD_6982AF22C000011_6925_-NONE-_-NONE-,6982AF22C000011,4828298.15,2022-01-18,69,DEPARTMENT OF TRANSPORTATION (DOT),TVQ6LPR967V7,STAKER & PARSON COMPANIES,844093481
1999,CONT_AWD_W912HZ21F0234_9700_W912HZ19D0005_9700,W912HZ21F0234,959712.1,2021-09-30,97,DEPARTMENT OF DEFENSE (DOD),U4LNQ6Q56SF4,"DCMS, INC.",391805693
2000,CONT_AWD_697DCK22C00352_6920_-NONE-_-NONE-,697DCK22C00352,713809.0,2022-09-16,69,DEPARTMENT OF TRANSPORTATION (DOT),LZLMTUN95QK6,TRINITY OF UT INC,844013386
2001,CONT_AWD_12441922F0040_12C2_12444222D0011_12C2,12441922F0040,123897.0,2022-09-08,12,DEPARTMENT OF AGRICULTURE (USDA),J8X1LQ6A6QZ5,JOEL FYOCK,883399610
2002,CONT_AWD_69056722F000011_6925_69056721D000004_6925,69056722F000011,300899.44,2021-12-27,69,DEPARTMENT OF TRANSPORTATION (DOT),USHVJJK5QXH4,"HDR ENGINEERING, INC.",972041155
2003,CONT_AWD_693JJ322F00308N_6925_DTFH6117D00026_6925,693JJ322F00308N,192683.64,2022-09-08,69,DEPARTMENT OF TRANSPORTATION (DOT),Q9DKE5L9U3G5,"IDEATION, INC.",201905349
2004,CONT_AWD_693JJ322F00295N_6925_693JJ320D000022_6925,693JJ322F00295N,477365.4,2022-09-02,69,DEPARTMENT OF TRANSPORTATION (DOT),QLNMVC12KWY3,"LEIDOS, INC.",201905661
2005,CONT_AWD_68HE0522F0071_6800_68HE0521D0002_6800,68HE0522F0071,33601088.03,2022-05-17,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),LK42U7KJQKW4,"J. F. BRENNAN COMPANY, INC.",546031560
2006,CONT_AWD_693JJ919C000009_6940_-NONE-_-NONE-,693JJ919C000009,5447772.0,2019-09-30,69,DEPARTMENT OF TRANSPORTATION (DOT),KA68LR7N6HT7,INFOLOGICS CORPORATION,208177519
2007,CONT_AWD_W912EE22F0044_9700_W912EE21D0009_9700,W912EE22F0044,11633285.0,2022-06-02,97,DEPARTMENT OF DEFENSE (DOD),VGGJRKVMQLA3,"BERTUCCI CONTRACTING COMPANY, L.L.C.",701214223
2008,CONT_AWD_12441922F0036_12C2_12760421A0003_12C2,12441922F0036,44818.62,2022-09-06,12,DEPARTMENT OF AGRICULTURE (USDA),LW1MRNN9GXU7,"RELM COMMUNICATIONS, INC.",329041525
2009,CONT_AWD_69319522PO00016_6955_-NONE-_-NONE-,69319522PO00016,118212.59,2022-06-13,69,DEPARTMENT OF TRANSPORTATION (DOT),DFVJNBYNM8U1,"RIGHTSTAR, INC.",201914344
2010,CONT_AWD_140L3422F0005_1422_140L0620D0044_1422,140L3422F0005,254000.0,2022-07-15,14,DEPARTMENT OF THE INTERIOR (DOI),RCRNKJ3SRA95,"GILES CONSTRUCTION, LLC",840741610
2011,CONT_AWD_1240LS22F0054_12C2_1284M819D0017_12C2,1240LS22F0054,675700.0,2022-09-16,12,DEPARTMENT OF AGRICULTURE (USDA),C9KKR521WLG3,"IMPERIAL FORESTRY, INCORPORATED",975023207
2012,CONT_AWD_129JGP20C0048_12C2_-NONE-_-NONE-,129JGP20C0048,129899.0,2020-06-18,12,DEPARTMENT OF AGRICULTURE (USDA),H6LZHL6SY1K8,"RODGERS, STEVEN R",910112639
2013,CONT_AWD_12441922F0075_12C2_12445221D0005_12C2,12441922F0075,1237360.0,2022-09-28,12,DEPARTMENT OF AGRICULTURE (USDA),FL9CT4P2DNB4,"ADAMS CONTRACTING CO, INC",287719038
2014,CONT_AWD_140P2022F0372_1443_140P2021D0010_1443,140P2022F0372,122451.33,2022-09-22,14,DEPARTMENT OF THE INTERIOR (DOI),ET9MWK3PM4U6,"DJ&A, P.C.",598082051
2015,CONT_AWD_12444222F0003_12C2_127A8619D0006_12C2,12444222F0003,3894.0,2021-12-16,12,DEPARTMENT OF AGRICULTURE (USDA),SNBNHEXFKGJ9,CARL POTTER FORESTRY INC,728578922
2016,CONT_AWD_69319522F20008N_6955_693JK418A500001_6901,69319522F20008N,23186.33,2022-09-01,69,DEPARTMENT OF TRANSPORTATION (DOT),ZD8UWVHYKGC1,"GOVSOLUTIONS, INC.",234515863
2017,CONT_AWD_1240LT22F0069_12C2_1240LR21D0010_12C2,1240LT22F0069,216752.29,2022-07-18,12,DEPARTMENT OF AGRICULTURE (USDA),NNEZA6L8DSK8,"CASE, LOWE & HART, INC.",844012346
2018,CONT_AWD_693JJ319F000134_6925_693JJ319D000002_6925,693JJ319F000134,764749.56,2019-05-15,69,DEPARTMENT OF TRANSPORTATION (DOT),N3T8X4HCMNB7,"ITS AGILE, LLC",210435517
2019,CONT_AWD_89243422FEE400305_8900_DEEE0008101_8900,89243422FEE400305,175465.0,2022-09-22,89,DEPARTMENT OF ENERGY (DOE),VKMGGLNMJJC8,NORTHBOUND SOLUTIONS LLC,201763112
2020,CONT_AWD_12441922F0049_12C2_12444222A0021_12C2,12441922F0049,73501.48,2022-09-19,12,DEPARTMENT OF AGRICULTURE (USDA),ZCKVFKSF98F5,"LG2 ENVIRONMENTAL SOLUTIONS, INC.",322563585
2021,CONT_AWD_693JJ322P000060_6925_-NONE-_-NONE-,693JJ322P000060,225000.0,2022-09-14,69,DEPARTMENT OF TRANSPORTATION (DOT),JJSZK52CT8P6,"DANLAW, INC.",483751924
2022,CONT_AWD_693JJ922F00124N_6940_693JJ920D000002_6940,693JJ922F00124N,707550.0,2022-09-06,69,DEPARTMENT OF TRANSPORTATION (DOT),EWL7LPJ563H6,"HUMANETICS INNOVATIVE SOLUTIONS, INC.",483352603
2023,CONT_AWD_693JJ322F00384N_6925_693JJ322A000015_6925,693JJ322F00384N,550000.0,2022-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),L4JMCU766GN6,"MACROSYS, LLC",222091708
2024,CONT_AWD_6973GH22F01407_6920_6973GH18D00018_6920,6973GH22F01407,23620.0,2022-08-01,69,DEPARTMENT OF TRANSPORTATION (DOT),NLNMLBJA3TF4,"MAETEC POWER, INC.",144509542
2025,CONT_AWD_693JJ922P000048_6940_-NONE-_-NONE-,693JJ922P000048,31427.83,2022-09-07,69,DEPARTMENT OF TRANSPORTATION (DOT),TRKEP1HEBNS5,CGI FEDERAL INC.,220334920
2026,CONT_AWD_140P2019C0043_1443_-NONE-_-NONE-,140P2019C0043,20053176.35,2019-07-30,14,DEPARTMENT OF THE INTERIOR (DOI),FWRLL74ALLC1,"JOHN S MEEK COMPANY, INC.",902481934
2027,CONT_AWD_1240LT22C0011_12C2_-NONE-_-NONE-,1240LT22C0011,401487.0,2022-03-21,12,DEPARTMENT OF AGRICULTURE (USDA),MQX7N62KMTB4,"INTERIOR WEST CONSULTING, LLC",813288777
2028,CONT_AWD_70RSAT20CB0000026_7001_-NONE-_-NONE-,70RSAT20CB0000026,2625696.7,2020-09-29,70,DEPARTMENT OF HOMELAND SECURITY (DHS),KFW6S1KJQ566,COMMDEX LLC,300808534
2029,CONT_AWD_1240BD22P0102_12C2_-NONE-_-NONE-,1240BD22P0102,249991.4,2022-09-14,12,DEPARTMENT OF AGRICULTURE (USDA),K5EEMZNDC9K8,"FRONTIER PRECISION, INC.",585047736
2030,CONT_AWD_12FPC322F0216_12D0_12SPEC18D0024_12C3,12FPC322F0216,1069483.19,2022-09-26,12,DEPARTMENT OF AGRICULTURE (USDA),ZGAFG8PGHC57,ATERRA-SCHNABEL JOINT VENTURE,190023436
2031,CONT_AWD_693JJ321F000174_6925_DTFH6117D00005_6925,693JJ321F000174,500000.0,2021-06-08,69,DEPARTMENT OF TRANSPORTATION (DOT),LA2AEB68LK16,"ENGINEERING & SOFTWARE CONSULTANTS, LLC",201514203
2032,CONT_AWD_6982AF22F000002_6925_6982AF19D000006_6925,6982AF22F000002,431525.52,2021-10-15,69,DEPARTMENT OF TRANSPORTATION (DOT),ET9MWK3PM4U6,"DJ&A, P.C.",598018536
2033,CONT_AWD_6982AF22F00122N_6925_6982AF22D000002_6925,6982AF22F00122N,279081.27,2022-07-20,69,DEPARTMENT OF TRANSPORTATION (DOT),KBCXMJ2WXRK7,"HDR ENGINEERING, INC.",802024824
2034,CONT_AWD_6973GH22F01537_6920_6973GH18D00017_6920,6973GH22F01537,28870.0,2022-08-24,69,DEPARTMENT OF TRANSPORTATION (DOT),J83HU9YE2LH5,"FIRST LOGISTEX, INC.",808318405
2035,CONT_AWD_1240BK22F0010_12C2_1204T018A0021_12C2,1240BK22F0010,132945.4,2022-02-08,12,DEPARTMENT OF AGRICULTURE (USDA),C9KKR521WLG3,"IMPERIAL FORESTRY, INCORPORATED",975023207
2036,CONT_AWD_693JJ321F000226_6925_693JJ319A000013_6925,693JJ321F000226,343633.14,2021-07-28,69,DEPARTMENT OF TRANSPORTATION (DOT),VMRTJLWMQRH7,HALVIK CORP,221822229
2037,CONT_AWD_1284LL22F0020_12C2_1284LL21D0001_12C2,1284LL22F0020,105689.9,2022-04-19,12,DEPARTMENT OF AGRICULTURE (USDA),SB3WP5CM9QS4,,975023118
2038,CONT_AWD_693KA822F00324_6920_693KA818D00017_6920,693KA822F00324,2593206.57,2022-08-04,69,DEPARTMENT OF TRANSPORTATION (DOT),M79BEJSAZLH1,"VERSAR SECURITY SYSTEMS, LLC",221514176
2039,CONT_AWD_W9127818C0020_9700_-NONE-_-NONE-,W9127818C0020,8433539.64,2018-08-28,97,DEPARTMENT OF DEFENSE (DOD),YUGJUFZZBKN3,ANDERSON CONSTRUCTION COMPANY OF FORT GAINES,398512649
2040,CONT_AWD_127EAT22F0027_12C2_AG9JGPC170071_12C2,127EAT22F0027,34944.0,2022-09-30,12,DEPARTMENT OF AGRICULTURE (USDA),JY9MPMM447M3,"FCO FORESTER'S, INC.",959456813
2041,CONT_AWD_693JJ322P000033_6925_-NONE-_-NONE-,693JJ322P000033,29804.54,2022-06-29,69,DEPARTMENT OF TRANSPORTATION (DOT),MKL6LGHAMEE1,FORUM DES LABORATOIRES NATIONAUX EUROPEENS DE RECHERCHE ROUTIERE - FORUM OF EUROPEAN NATIONAL HIGHWAY RESEARCH LABORATOR,1200
2042,CONT_AWD_6973GH22F01778_6920_6973GH22D00010_6920,6973GH22F01778,130493.33,2022-09-15,69,DEPARTMENT OF TRANSPORTATION (DOT),E2W6TRUP2FA8,CUSA CONSULTING LLC,038421970
2043,CONT_AWD_1282B122F0047_12C2_12034319D0031_12C2,1282B122F0047,155410.0,2022-09-28,12,DEPARTMENT OF AGRICULTURE (USDA),JY11MP8CNKD1,"STONE RIDGE CONSTRUCTION, INC",838399703
2044,CONT_AWD_693JJ421F000065_6953_GS35F193DA_4732,693JJ421F000065,1267099.19,2021-09-20,69,DEPARTMENT OF TRANSPORTATION (DOT),KX6EDEAPTKH5,"EXPEDITEINFOTECH, INC.",208503862
2045,CONT_AWD_697DCK22C00228_6920_-NONE-_-NONE-,697DCK22C00228,4650000.0,2022-08-15,69,DEPARTMENT OF TRANSPORTATION (DOT),KAYAM1VLLTZ3,HDD JV,201753437
2046,CONT_AWD_12363N22C4017_12C2_-NONE-_-NONE-,12363N22C4017,2682255.0,2022-08-31,12,DEPARTMENT OF AGRICULTURE (USDA),DLJ3DNZMMXH3,SIERRA FOREST PRODUCTS,932709560
2047,CONT_AWD_69319522F30078N_6955_69319519D000003_6955,69319522F30078N,831078.72,2022-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),TW7JH39JHY25,"RLS & ASSOCIATES, INC.",454392223
2048,CONT_AWD_693JJ322F00416N_6925_693JJ319D000023_6925,693JJ322F00416N,226168.0,2022-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),CALKP4QGKLH3,"APPLIED PAVEMENT TECHNOLOGY, INC",618012722
2049,CONT_AWD_6982AF22C000027_6925_-NONE-_-NONE-,6982AF22C000027,1251050.0,2022-06-14,69,DEPARTMENT OF TRANSPORTATION (DOT),EVBUYJTMKL45,"KOVILIC CONSTRUCTION COMPANY, INC.",601311233
2050,CONT_AWD_1204T020F0078_12C2_AG04N7C170003_12C2,1204T020F0078,817384.64,2020-06-01,12,DEPARTMENT OF AGRICULTURE (USDA),EL61DKNUMNC3,"ALL-WAYS EXCAVATING USA, LLC",970328903
2051,CONT_AWD_693JJ321F000480_6925_47QREB19D0004_4732,693JJ321F000480,144740.62,2021-09-30,69,DEPARTMENT OF TRANSPORTATION (DOT),MLK4CUNSR5K5,JROGERS CONSULTING LLC,223011528
2052,CONT_AWD_12FPC322F0203_12D0_12SPEC18D0015_12C3,12FPC322F0203,840923.54,2022-09-16,12,DEPARTMENT OF AGRICULTURE (USDA),VY1LNNXTZ1K6,"AD ASTRA COLLABORATIVE, LLC",662101513
2053,CONT_AWD_693JJ321F000406_6925_GS35F0122X_4732,693JJ321F000406,45864.0,2021-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),SEUTD4ML1KX5,COMSAT INC.,329407010
2054,CONT_AWD_12048922F0011_12C2_12046W18A0010_12C2,12048922F0011,5000.0,2022-09-12,12,DEPARTMENT OF AGRICULTURE (USDA),FHQPBLHJDM48,SISKIYOU BIOSURVEY LLC,975248543
2055,CONT_AWD_1331L522FNCNT0371_1330_DOCSS130118BU0005_1301,1331L522FNCNT0371,51739.08,2022-07-05,13,DEPARTMENT OF COMMERCE (DOC),GJJRGECWBFK9,CSP ENTERPRISES LLC,217046697
2056,CONT_AWD_1204R419F0041_12C2_1204R419D0001_12C2,1204R419F0041,92230.0,2019-05-20,12,DEPARTMENT OF AGRICULTURE (USDA),E6HBLF749MU6,"BIOMETRICS FORESTRY SERVICES, LLC",974053603
2057,CONT_AWD_127EAV22F0028_12C2_127EAV21D0005_12C2,127EAV22F0028,73580.87,2022-06-15,12,DEPARTMENT OF AGRICULTURE (USDA),SHJJBNLSRKJ6,"SWEARINGEN, KURT A",870089314
2058,CONT_AWD_140P2022F0320_1443_140P2021D0005_1443,140P2022F0320,1117727.89,2022-09-19,14,DEPARTMENT OF THE INTERIOR (DOI),KBCXMJ2WXRK7,"HDR ENGINEERING, INC.",802024824
2059,CONT_AWD_6973GH22F01602_6920_6973GH22D00008_6920,6973GH22F01602,235832.28,2022-09-06,69,DEPARTMENT OF TRANSPORTATION (DOT),NQQJBJ3BBS28,"CHICKASAW STRATEGIC POINTE, LLC",730711166
2060,CONT_AWD_12441922F0056_12C2_12467020A0028_12C2,12441922F0056,239696.0,2022-09-15,12,DEPARTMENT OF AGRICULTURE (USDA),ZCKVFKSF98F5,"LG2 ENVIRONMENTAL SOLUTIONS, INC.",322563585
2061,CONT_AWD_140L1722F0032_1422_GS30F0018U_4730,140L1722F0032,156833.0,2022-08-12,14,DEPARTMENT OF THE INTERIOR (DOI),C9C6HPQLL4A8,CATERPILLAR INC.,616290001
2062,CONT_AWD_693JJ322F00408N_6925_693JJ321D000021_6925,693JJ322F00408N,426686.72,2022-09-27,69,DEPARTMENT OF TRANSPORTATION (DOT),NPJ9GV7K4CL1,"NOBLIS, INC.",201913436
2063,CONT_AWD_1240BK21F0012_12C2_1204N020A0051_12C2,1240BK21F0012,324184.0,2020-12-15,12,DEPARTMENT OF AGRICULTURE (USDA),C9KKR521WLG3,,975023207
2064,CONT_AWD_1305M222PNWWG0237_1330_-NONE-_-NONE-,1305M222PNWWG0237,9887.0,2022-08-23,13,DEPARTMENT OF COMMERCE (DOC),C8H3CHHYSV84,HUKSEFLUXUSA INC,11934
2065,CONT_AWD_693JJ321C000045_6925_-NONE-_-NONE-,693JJ321C000045,1831354.37,2021-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),C31LV42GMGK9,"MAYHEW TECHNOLOGY SOLUTIONS, LLC",730035783
2066,CONT_AWD_697DCK20F00043_6920_697DCK19D00002_6920,697DCK20F00043,2694317.41,2020-02-13,69,DEPARTMENT OF TRANSPORTATION (DOT),LKTBLK9RBZ53,JACOBS ENGINEERING GROUP INC.,222015785
2067,CONT_AWD_693JJ921F000196_6940_47QRAA19D00A6_4732,693JJ921F000196,4290714.0,2021-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),RCAAJWT92AF6,TRUST CONSULTING SERVICES INC.,200362657
2068,CONT_AWD_6982AF21F000016_6925_6982AF19D000007_6925,6982AF21F000016,288288.31,2020-12-16,69,DEPARTMENT OF TRANSPORTATION (DOT),V4HFLGJNNZR9,"ATKINS NORTH AMERICA, INC.",802373015
2069,CONT_AWD_127EAW22C0028_12C2_-NONE-_-NONE-,127EAW22C0028,804100.0,2022-08-10,12,DEPARTMENT OF AGRICULTURE (USDA),JVF2ECVQZC28,"JUDD BUICK CONSTRUCTION, INC.",960021844
2070,CONT_AWD_1331L522F13350214_1301_1331L522A13350017_1301,1331L522F13350214,5964430.38,2022-05-02,13,DEPARTMENT OF COMMERCE (DOC),CKV2L9GZKJK3,DELOITTE CONSULTING LLP,222091742
2071,CONT_AWD_1240LQ22C0002_12C2_-NONE-_-NONE-,1240LQ22C0002,64240.0,2022-06-30,12,DEPARTMENT OF AGRICULTURE (USDA),LJZEHNYJK8A1,"SMITH-KENYON, AMY",812425155
2072,CONT_AWD_693JJ922F000007_6940_HTC71117DC003_9700,693JJ922F000007,35000.0,2021-12-21,69,DEPARTMENT OF TRANSPORTATION (DOT),YF8QFWJLNBV8,UNITED PARCEL SERVICE CO.,402234015
2073,CONT_AWD_12363N22F0002_12C2_12034320D0025_12C2,12363N22F0002,126431.63,2022-03-17,12,DEPARTMENT OF AGRICULTURE (USDA),SB3WP5CM9QS4,SPROUT FORESTRY INC,975023118
2074,CONT_AWD_12318722P0039_12C2_-NONE-_-NONE-,12318722P0039,93935.0,2022-09-12,12,DEPARTMENT OF AGRICULTURE (USDA),ZCWNUXZLE1K3,X IS POSSIBLE LLC,20715
2075,CONT_AWD_693KA822F00305_6920_693KA820D00011_6920,693KA822F00305,413412.1,2022-07-26,69,DEPARTMENT OF TRANSPORTATION (DOT),HFMTMDNAGP95,OCEUS NETWORKS INC.,201915449
2076,CONT_AWD_1240BF22F0034_12C2_1240BF22D0025_12C2,1240BF22F0034,422950.0,2022-08-23,12,DEPARTMENT OF AGRICULTURE (USDA),EW3JNS3J1AL6,EVERGREEN ALASKA INC,996699527
2077,CONT_AWD_12441922F0074_12C2_12444222D0010_12C2,12441922F0074,25093.0,2022-09-29,12,DEPARTMENT OF AGRICULTURE (USDA),PJDCPCK33WF5,"PARKER LAND & TIMBER CO., INC.",721046656
2078,CONT_AWD_6973GH22F01623_6920_6973GH22D00009_6920,6973GH22F01623,256979.3,2022-09-06,69,DEPARTMENT OF TRANSPORTATION (DOT),MTLZBCUL6Y61,"C.N.S. COMMUNICATIONS, LLC",852601525
2079,CONT_AWD_140F0322F0041_1448_140F0719D0002_1448,140F0322F0041,40624.63,2022-08-25,14,DEPARTMENT OF THE INTERIOR (DOI),DJFNJP7K7P17,"WJA, P.L.L.C.",98104
2080,CONT_AWD_140P2022F0123_1443_GS10F0230X_4732,140P2022F0123,0.0,2022-04-29,14,DEPARTMENT OF THE INTERIOR (DOI),G5LHK66N7M25,"UNIFIED BUSINESS TECHNOLOGIES, INC.",480834646
2081,CONT_AWD_89303019FMA400201_8900_GS00F258CA_4732,89303019FMA400201,6808000.0,2019-09-12,89,DEPARTMENT OF ENERGY (DOE),GNXLRLFDCYJ7,"LONGENECKER & ASSOCIATES, INC.",891351627
2082,CONT_AWD_1284LM22F0092_12C2_12034319D0015_12C2,1284LM22F0092,33813.0,2022-06-16,12,DEPARTMENT OF AGRICULTURE (USDA),C9KKR521WLG3,"IMPERIAL FORESTRY, INCORPORATED",975023207
2083,CONT_AWD_693JJ322P000067_6925_-NONE-_-NONE-,693JJ322P000067,460800.0,2022-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),YJDNMDZMN397,GOLDMAN EDWARDS INC,200061631
2084,CONT_AWD_693JJ922C000015_6940_-NONE-_-NONE-,693JJ922C000015,61100.0,2022-09-22,69,DEPARTMENT OF TRANSPORTATION (DOT),VM3RJUJSN3A4,TRANSPORTATION RESEARCH CENTER INC.,433199473
2085,CONT_AWD_140G0222F0256_1434_140G0221D0004_1434,140G0222F0256,95651.76,2022-08-18,14,DEPARTMENT OF THE INTERIOR (DOI),GVEBGEGJMPA4,"APERTURE FEDERAL, LLC",201715228
2086,CONT_AWD_693JJ421F000055_6953_47QTCA18D0078_4732,693JJ421F000055,4021755.0,2021-09-13,69,DEPARTMENT OF TRANSPORTATION (DOT),EBUKVBEHZJD3,"CHANGEIS, INC.",222092418
2087,CONT_AWD_W912EP22F0093_9700_W912EP21D0003_9700,W912EP22F0093,21115.67,2022-04-26,97,DEPARTMENT OF DEFENSE (DOD),MCWLFZVMMJC3,"CSI GEO, INC.",322462310
2088,CONT_AWD_W912QR22F0140_9700_W912QR20D0011_9700,W912QR22F0140,11161077.6,2022-05-09,97,DEPARTMENT OF DEFENSE (DOD),UBFLQ7H2KN58,"LUHR BROS., INC.",622361044
2089,CONT_AWD_693KA822F00229_6920_693KA820D00011_6920,693KA822F00229,1939350.04,2022-05-11,69,DEPARTMENT OF TRANSPORTATION (DOT),HFMTMDNAGP95,,201915449
2090,CONT_AWD_12444622P0104_12C2_-NONE-_-NONE-,12444622P0104,12809.39,2022-05-31,12,DEPARTMENT OF AGRICULTURE (USDA),GR5JJCBZE4K3,YELLOWFIELD BIOLOGICAL SURVEYS,545689258
2091,CONT_AWD_1240LP22F0044_12C2_AG67T0C170022_12C2,1240LP22F0044,242440.0,2022-03-31,12,DEPARTMENT OF AGRICULTURE (USDA),C9KKR521WLG3,"IMPERIAL FORESTRY, INCORPORATED",975013047
2092,CONT_AWD_1202SA22M1053_12C2_12024B19G9205_12C2,1202SA22M1053,117319.97,2022-08-16,12,DEPARTMENT OF AGRICULTURE (USDA),HADPE4DMQ9C6,"TRANS AERO, LIMITED",820011469
2093,CONT_AWD_W9126G22F0150_9700_W9126G20D0036_9700,W9126G22F0150,3069773.6,2022-04-27,97,DEPARTMENT OF DEFENSE (DOD),SM4CEMF2NJA3,,755017648
2094,CONT_AWD_W9127822F0070_9700_W9127821D0084_9700,W9127822F0070,3092575.0,2022-03-23,97,DEPARTMENT OF DEFENSE (DOD),NPJLGH6HJDD5,"INLAND DREDGING COMPANY, L.L.C.",380244609
2095,CONT_AWD_12444222F0192_12C2_12444222D0004_12C2,12444222F0192,94118.94,2022-06-30,12,DEPARTMENT OF AGRICULTURE (USDA),MVPNQAU75N28,GABINO D GRANO,729587612
2096,CONT_AWD_693JJ319C000017_6925_-NONE-_-NONE-,693JJ319C000017,2071428.33,2019-09-25,69,DEPARTMENT OF TRANSPORTATION (DOT),GSGAFKMXNZ58,CG SOLUTIONS JOINT VENTURE,782324464
2097,CONT_AWD_12970222F0026_12C2_12837120D0011_12C2,12970222F0026,100458.85,2022-08-30,12,DEPARTMENT OF AGRICULTURE (USDA),Y69JHKN9EJV1,"NORTH WIND RESOURCE CONSULTING, LLC",834021513
2098,CONT_AWD_1240BE22F0058_12C2_1240BE22A0018_12C2,1240BE22F0058,109541.0,2022-06-27,12,DEPARTMENT OF AGRICULTURE (USDA),SB3WP5CM9QS4,,975023118
2099,CONT_AWD_140L3922P0164_1422_-NONE-_-NONE-,140L3922P0164,56392.0,2022-09-15,14,DEPARTMENT OF THE INTERIOR (DOI),MHHJL81PM563,"PTARMIGAN PTRAILS, LLC",974449647
2100,CONT_AWD_140F0122F0047_1448_140F0322D0001_1448,140F0122F0047,65120.0,2022-09-08,14,DEPARTMENT OF THE INTERIOR (DOI),HBWKUL48NM97,"ALCHEMY OF DESIGN LLC, THE",972135944
2101,CONT_AWD_693JJ322F00241N_6925_693JJ321D000010_6925,693JJ322F00241N,500000.0,2022-08-17,69,DEPARTMENT OF TRANSPORTATION (DOT),QLNMVC12KWY3,"LEIDOS, INC.",201905661
2102,CONT_AWD_6973GH22F01727_6920_6973GH22D00015_6920,6973GH22F01727,290000.72,2022-09-13,69,DEPARTMENT OF TRANSPORTATION (DOT),VZH2RXQG6QD5,SENTINEL POWER SERVICES LLC,85377
2103,CONT_AWD_127EAW22C0016_12C2_-NONE-_-NONE-,127EAW22C0016,798411.35,2022-06-13,12,DEPARTMENT OF AGRICULTURE (USDA),NNBDHD3LKLM7,"MEYERS EARTHWORK, INC.",960029315
2104,CONT_AWD_693JJ421F000062_6953_GS10F238AA_4732,693JJ421F000062,1890923.6,2021-09-21,69,DEPARTMENT OF TRANSPORTATION (DOT),NE7FN362JCH1,"PATHFINDER CONSULTANTS, LLC",201641934
2105,CONT_AWD_697DCK22C00233_6920_-NONE-_-NONE-,697DCK22C00233,422000.0,2022-07-01,69,DEPARTMENT OF TRANSPORTATION (DOT),KJG4LEBT2J89,ARMSTRONG ELEVATOR COMPANY,337713708
2106,CONT_AWD_693JK422P800017_6901_-NONE-_-NONE-,693JK422P800017,18120.6,2022-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),VR9ZAVGAZ433,DAT SOLUTIONS LLC,970087185
2107,CONT_AWD_693JK419F800004_6901_GS10F0048U_4730,693JK419F800004,7584207.42,2019-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),L4JMCU766GN6,"MACROSYS, LLC",222091708
2108,CONT_AWD_693JJ420F000005_6953_GS35F0480R_4730,693JJ420F000005,11848.8,2019-12-05,69,DEPARTMENT OF TRANSPORTATION (DOT),QJXGEGP3ZJN5,TACTICAL DIGITAL CORPORATION,221521159
2109,CONT_AWD_693KA922F00212_6920_693KA922D00009_6920,693KA922F00212,150000.0,2022-09-20,69,DEPARTMENT OF TRANSPORTATION (DOT),JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC.,221023830
2110,CONT_AWD_12970222F0033_12C2_1204N019A0010_12C2,12970222F0033,87040.0,2022-09-15,12,DEPARTMENT OF AGRICULTURE (USDA),YZHTBEJRNMN5,STONE ECOSURVEYS LLC,974059216
2111,CONT_AWD_68HE0522F0086_6800_68HERH19D0001_6800,68HE0522F0086,19268152.02,2022-07-11,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),EPUXNLX5EYC4,"AECOM TECHNICAL SERVICES, INC.",900713173
2112,CONT_AWD_12445522F0153_12C2_1256A120D0012_12C2,12445522F0153,894585.0,2022-09-30,12,DEPARTMENT OF AGRICULTURE (USDA),CGL7MUUYJXS9,"U.P. ENGINEERS & ARCHITECTS, INC.",499311854
2113,CONT_AWD_693JK422F9850009_6901_693JK422D800003_6901,693JK422F9850009,30000.0,2022-03-22,69,DEPARTMENT OF TRANSPORTATION (DOT),L4JMCU766GN6,"MACROSYS, LLC",222091708
